country,year,month,pm2_5,pm10,nitrogen_dioxide,ozone
Czech Republic,2023,2023-09,11.476944444444444,16.164722222222224,14.751805555555555,60.28472222222222
Czech Republic,2023,2023-10,10.385483870967743,14.974596774193548,15.691801075268819,42.2244623655914
Czech Republic,2023,2023-11,8.122361111111111,10.488333333333333,15.400277777777779,39.297222222222224
Czech Republic,2023,2023-12,13.184274193548388,15.771102150537635,18.980779569892473,37.09139784946237
Czech Republic,2024,2024-01,16.624193548387098,18.76491935483871,16.28010752688172,42.780913978494624
Czech Republic,2024,2024-02,15.917241379310344,18.047270114942528,14.302442528735632,43.122126436781606
Czech Republic,2024,2024-03,16.918817204301074,19.351612903225806,12.600806451612904,51.916666666666664
Czech Republic,2024,2024-04,9.681111111111111,11.699166666666667,7.749722222222222,68.53333333333333
Czech Republic,2024,2024-05,8.424462365591397,9.98279569892473,7.033333333333333,67.64381720430107
Czech Republic,2024,2024-06,7.400833333333334,9.612222222222222,5.6241666666666665,72.85416666666667
Czech Republic,2024,2024-07,5.885887096774194,7.986290322580645,5.886155913978495,74.34811827956989
Czech Republic,2024,2024-08,8.673387096774194,11.05981182795699,7.751747311827957,76.58333333333333
Czech Republic,2024,2024-09,9.349444444444446,12.919305555555555,7.247777777777777,62.981944444444444
Czech Republic,2024,2024-10,13.126881720430108,15.37755376344086,13.071774193548386,41.21370967741935
Czech Republic,2024,2024-11,18.251527777777778,20.614583333333332,18.360833333333332,32.05972222222222
Czech Republic,2024,2024-12,15.816397849462366,17.829838709677418,19.954032258064515,32.91532258064516
Czech Republic,2025,2025-01,13.461290322580647,15.161155913978494,20.592473118279568,38.64784946236559
Czech Republic,2025,2025-02,20.994642857142857,23.191071428571426,25.6,35.211309523809526
Czech Republic,2025,2025-03,19.071236559139784,21.516397849462365,20.39516129032258,45.82258064516129
Czech Republic,2025,2025-04,10.561111111111112,13.126944444444444,10.192361111111111,64.62638888888888
Czech Republic,2025,2025-05,6.990456989247312,8.590456989247311,6.500268817204301,71.41801075268818
Czech Republic,2025,2025-06,6.036944444444445,7.8525,5.122222222222222,75.525
Czech Republic,2025,2025-07,5.635215053763441,7.253091397849462,5.293010752688172,75.45430107526882
Czech Republic,2025,2025-08,6.936827956989247,9.583467741935484,7.012903225806452,72.14516129032258
Czech Republic,2025,2025-09,6.657638888888889,8.594166666666666,8.045277777777779,58.30277777777778
Czech Republic,2025,2025-10,8.020698924731182,9.616532258064517,12.493951612903226,44.053763440860216
Czech Republic,2025,2025-11,10.542361111111111,12.570833333333333,17.873611111111114,33.74305555555556
Denmark,2023,2023-01,6.552016129032258,9.993413978494624,11.098924731182796,50.36693548387097
Denmark,2023,2023-02,9.45610119047619,13.076190476190478,13.149702380952382,53.53422619047619
